# surface area (m^2),wall area  (m^2),roof area  (m^2),heating load (BTU)
667.7437371,397.3995009,125.3074214,49.99488063
623.2990018,421.1790357,129.9336261,50.93178112
670.8580713,428.8893769,136.2984484,46.48730759
710.7787538,267.997414,215.4959202,10.26120396
731.994828,236.6598671,221.4432707,11.80327221
669.3197341,246.5721179,224.3064518,13.92487962
689.1442358,251.3440864,220.8609639,7.65737024
723.1881728,270.1016065,215.3583905,11.2090596
711.703213,260.9306508,221.8894606,12.16345329
693.3613017,271.8157676,223.5041025,11.01495731
715.1315353,274.5068375,228.8938048,9.180766183
745.0136749,307.9896746,224.5599088,12.99648686
762.9793492,300.7665147,211.1655063,13.53470083
748.5330293,278.4425105,232.6110338,15.33126825
703.885021,314.1850564,220.7194754,13.88663626
799.8701127,318.8657923,219.8742256,11.12326912
760.2315847,317.4570426,217.3324748,18.2717783
757.4140853,313.2207913,226.8349602,14.30792549
748.9415826,329.058267,222.390342,14.02617555
805.116534,346.1505701,221.8485747,14.93721382
790.3011401,345.2476245,214.6069895,18.10470896
788.495249,333.1783158,222.284523,16.62316957
764.3566316,345.974205,220.9640355,16.44258046
814.4484099,368.2733924,208.4890394,15.83869346
810.0467849,347.4817324,212.901744,18.39787129
768.4634647,354.8362401,217.8356607,17.95770879
783.1724801,363.0594345,214.7869759,13.79937678
505.618869,284.4782931,115.7460428,33.27677182
495.4565863,303.1600713,107.1962925,34.92141071
532.8201425,288.9104875,110.0934317,33.90518244
504.3209749,293.7390529,106.5487317,37.64153806
562.9781058,312.3312195,111.0779761,33.5168801
551.162439,299.4632934,127.747724,34.48259318
525.4265869,327.2462066,112.678998,33.30102651
580.9924132,302.1316633,113.2958218,30.7274413
555.2633265,278.6597029,147.9917838,25.24924132
557.3194059,295.6529731,135.6791769,20.22633265
591.3059461,275.1319615,141.1194723,20.43194059
550.2639231,284.1991206,149.9844477,23.83059461
592.8982411,323.4740795,148.32591,22.70305897
622.448159,320.70985,140.5660647,24.51649078
616.9197001,307.7767745,148.8802922,27.47148256
591.0535491,321.6338204,146.0125011,26.91863667
643.2676407,341.3541686,150.6433839,27.38099593
633.7083371,349.0723064,147.7327566,30.1524051
649.1446129,344.2212611,133.1961444,29.19647474
639.4425221,319.993574,151.145519,30.74010232
615.4871479,423.4091984,126.1131843,50.55165962
675.3183967,422.5219738,123.0125781,45.7061222
673.5439477,417.3542969,120.9040554,51.68924708
663.2085938,413.8400923,113.7756304,51.51180218
680.6801845,230.459384,219.6289669,9.496256202
656.918768,243.5482782,210.577205,8.793415276
683.0965564,228.4620084,221.1476154,6.417273622
652.9240167,246.079359,211.8820546,9.035052462
712.6587179,255.1367576,213.3984493,7.587037686
681.7735152,257.6640822,212.1002909,11.11050781
686.8281644,255.5004849,235.6377652,8.021987533
682.5009697,294.7296087,212.8150122,8.527452457
785.4592173,281.1916869,229.4372073,9.733430304
709.3833739,308.8953455,222.198609,17.57925506
764.790691,296.831015,220.376426,9.97167072
740.6620299,293.7940433,222.7535478,15.51240244
759.0880866,322.255913,217.7771169,14.80097002
767.011826,313.9618614,216.9952688,14.19357569
750.4237228,312.6587813,212.3722817,14.98594963
747.8175627,304.9538028,227.7313685,13.32713931
756.9076055,355.0522808,225.2007167,14.82481182
808.1045615,350.8345279,225.8809397,13.28381611
799.6690558,351.9682328,224.0309407,18.40351171
801.9364656,348.8849011,216.8762591,17.55996113
820.2698023,361.4604318,218.4597362,19.59667687
796.4208637,364.0995604,219.8326196,18.98001053
801.6991208,366.3876993,216.6841089,16.59511667
806.2753986,361.1401816,217.8007678,17.12294238
501.7803631,289.5012797,102.4422431,35.58706367
505.5025594,280.9870718,111.1534417,34.53756012
488.4741436,295.5057362,100.1968157,34.90977975
517.5114724,277.2446928,113.4926698,33.20693817
529.9893857,323.9044496,128.4661956,34.83592985
574.3088992,328.4436594,131.145868,31.18372117
583.3873188,332.90978,120.3723299,35.61567253
592.3195601,314.9538831,118.8039587,36.52351449
580.9077662,287.8399311,161.1075557,26.38195601
575.6798622,317.5125928,150.7453838,22.79077662
635.0251856,300.2423063,139.400591,22.26798622
600.4846126,281.3343183,147.11207,28.20251856
587.1686366,318.6867834,152.0150152,27.72512792
612.8735668,326.8583586,142.3882328,23.94353033
629.2167172,310.8137213,145.7455414,26.51402335
597.1274425,316.4092357,149.6655852,28.14833839
632.8184715,347.442642,145.2398852,27.98838528
645.885284,340.0664754,145.3743895,29.10748817
631.1329508,340.2906491,147.1054887,30.41416942
631.5812982,343.1758145,140.3852245,28.93893611
661.8516289,405.4753742,132.8526124,49.76553723
639.4507484,433.7543541,118.8772943,50.3425703
696.0087082,410.4621572,129.1136828,48.10248225
649.4243145,427.5228046,124.7392055,53.75827822
708.0456093,248.7320092,221.0875875,8.117828272
693.4640184,245.9793124,227.6602141,11.52995775
687.9586249,256.9336902,230.4952146,10.07179866
709.8673804,261.6586911,222.5000031,9.521259312
743.8173821,272.8333386,226.0315669,13.28137405
717.1666771,278.7192782,226.6817644,14.22637423
728.9385564,279.8029407,224.2240076,11.56130373
731.1058815,275.7066793,225.0021173,12.73849166
747.4133586,301.5035289,225.4200483,14.59392148
750.0070578,302.2000805,216.978275,13.77466919
751.400161,288.1304583,221.9728747,14.03403911
723.2609167,296.4547912,214.9457385,14.17334944
764.4095824,309.2428975,215.9452803,13.06085869
740.985795,310.9088005,210.831794,14.72572526
744.317601,302.3863233,212.4527035,12.38334652
727.2726466,305.0878391,230.2235291,12.71652713
757.1756782,359.2058818,229.1988405,12.77032022
816.4117635,357.4980676,211.5685669,13.31062337
812.9961351,328.1142782,226.3242218,19.23423191
754.2285564,352.7070364,223.1228775,18.89266907
827.9140728,371.8714625,221.8381124,14.82588594
817.2429249,369.7301873,218.8186918,19.74443759
812.9603747,364.6978197,235.4366563,18.6773228
802.8956394,392.3944271,218.9069632,18.24906777
564.2888542,291.3449386,106.0692546,35.24908775
509.1898772,287.032091,109.9781127,40.78840923
500.5641821,293.5468546,106.8802307,35.27851153
513.5937091,288.3837179,116.0605046,34.41594202
552.2674358,328.1841744,118.8927451,34.44415352
582.8683488,312.4879085,133.5540991,33.41152618
551.4758171,336.9234985,116.3957646,36.47161749
600.3469971,308.3262744,138.3008693,33.33236431
567.6525488,320.3347821,148.2865852,27.18469971
640.6695643,296.1443087,141.9095013,21.46525488
592.2886175,285.5158355,154.4996821,28.76695643
571.031671,306.4994702,144.1796937,23.92886175
637.4989404,313.7994894,146.8590384,24.77983377
603.0989789,318.2650639,151.2781995,28.9765607
612.0301279,325.6303325,138.4015259,25.53656455
626.760665,304.1692098,145.8728452,26.42967945
608.3384196,341.1214087,152.7756031,30.95170752
633.2428174,352.6260052,137.1337145,26.65948299
656.2520103,326.5561908,153.552582,29.14992277
604.1123816,353.92097,155.8369823,31.45084206
683.3419399,431.2283038,122.3147147,47.01864557
690.9566076,416.1911911,122.381006,52.4916014
660.8823823,416.3016766,120.9253666,53.25306817
661.1033532,413.8756111,114.7562856,50.24564563
680.7512222,232.0938094,230.9568576,9.285732149
660.1876187,262.4280959,218.114612,8.800519042
720.8561919,241.0243533,211.761734,6.744158698
678.0487067,230.4362234,214.6877621,12.81101601
681.3724468,259.8129368,215.9423836,10.09950668
691.1258736,261.9039726,227.0625713,7.981880697
695.3079452,280.4376188,223.9172471,8.957223373
732.3752376,275.1954118,218.8924523,9.375430539
746.3908236,291.3207538,218.6304745,14.72085709
729.6415076,290.8841242,231.9822176,13.67241569
728.7682483,313.1370293,219.8599523,11.99748409
773.2740586,292.9332538,219.0946922,11.91015817
757.3665075,316.1578203,224.0508685,18.06217288
754.8156406,324.4181142,213.5844814,14.02141778
771.3362284,306.9741357,214.5671211,13.76633109
736.4482714,308.6118685,222.3998811,15.41838986
764.2237369,346.1664686,221.7719004,13.6878827
790.3329371,345.119834,228.6787659,14.01542925
788.2396681,356.6312766,214.6004618,16.62634927
811.2625531,333.1674363,218.5525497,16.41702236
788.8348726,364.2542495,219.3589312,20.52928561
802.008499,365.5982187,212.8378733,15.83651756
804.6964374,354.7297888,218.6454963,17.1538802
782.9595776,364.4091605,213.3461926,17.42267404
508.3183211,282.0769876,105.9809431,33.25548157
490.6539752,286.8849052,114.9446883,35.19135592
500.2698103,301.8244805,105.3032192,33.42492133
530.1489609,285.7553654,109.2932929,34.38650484
547.0107308,316.9054881,123.3731482,36.0996787
560.3109762,319.9552469,125.5180651,32.88585569
566.4104939,323.5301085,126.8608997,34.21588023
573.5602171,325.7681662,114.1235378,34.825832
602.5363324,280.0392296,158.1845996,24.50602171
560.0784592,312.6409993,141.4994418,24.95363324
625.2819986,284.832403,139.444647,20.70784592
569.664806,281.407745,153.7115414,27.22819986
587.3154901,329.6859023,152.4249793,24.64314727
634.8718047,327.5416321,149.2826987,23.95821568
630.5832643,322.3044978,149.0984761,28.71384713
620.1089956,321.9974601,141.6058282,28.28499309
643.9949203,334.0097136,141.1245117,30.28654059
619.0194272,333.2075194,139.5127519,30.22513305
617.4150389,330.5212532,144.5921506,27.72758375
612.0425064,338.9869177,146.0644987,27.56714491
653.4738353,414.9408312,125.2404235,47.81165805
658.3816624,421.0673724,114.5049637,49.50479094
670.6347449,403.1749395,120.2214389,49.99557365
634.8498791,412.7023982,119.4074391,51.22088189
678.4047964,239.8457318,217.7969535,6.660384733
675.6914636,240.4949225,206.7658857,8.565876466
676.989845,222.1098095,222.5700761,8.294543181
640.2196191,248.4501269,224.5256564,8.424381325
717.4002538,276.2094273,216.8713972,6.316597921
723.9188546,263.4523287,222.1597419,11.58466139
698.4046573,272.2662365,227.0030865,12.23652148
716.032473,280.3384775,225.9415358,9.685101749
756.6769549,303.0692264,218.3736978,13.08658063
753.1384527,290.4561631,220.1954154,14.70102883
727.9123261,293.4923589,215.6982756,14.3471786
733.9847178,285.9971261,204.2185742,11.82456595
743.4942521,291.3642904,212.2153934,14.13323881
705.2285807,304.6923224,221.9433972,12.63419224
731.8846447,320.905662,216.7452448,8.807625098
764.311324,312.2420747,212.7122215,11.4732315
771.4841494,330.0203691,221.8328753,16.47418796
758.0407383,345.2214589,215.0187083,14.7414705
788.4429178,333.8645139,223.3719081,13.39712938
765.7290278,347.7865135,223.2612062,16.43734733
818.073027,372.1020104,221.116464,15.97593308
817.7040207,368.52744,219.7694246,18.760333
810.5548799,366.2823743,206.4523039,18.72343237
806.0647487,344.0871731,217.1572595,18.00851829
467.6743463,288.4287658,114.231323,35.56599868
503.3575316,300.6355383,111.0426932,31.12695844
527.7710766,295.3211553,108.2698586,34.69527697
517.1423107,290.6997644,103.5922044,37.13663147
556.8995288,307.403674,131.4503263,34.79901368
541.3073481,333.4172105,124.5629103,33.87473549
593.334421,321.9381838,129.7370075,32.31551742
570.3763676,330.5616792,117.7834878,37.5182247
612.1233585,286.1391464,138.7212078,24.18763676
572.2782927,280.202013,142.4635911,25.91233585
560.4040259,286.4393185,145.8624028,21.92782927
572.878637,292.1040046,142.2945414,20.74040259
608.7080092,310.657569,142.0657019,24.96453037
596.815138,310.2761699,141.4031999,26.09746759
596.0523398,309.1719999,154.7790822,24.90818047
593.8439997,331.465137,146.3846616,24.83190065
662.930274,341.9744361,145.7219501,27.660041
634.9488721,340.8699169,151.1233048,32.11866842
632.7398337,349.8721747,153.1436615,29.32052824
650.7443494,353.2394358,139.568964,29.0996244
681.9788715,404.11494,122.2574852,51.68184235
636.72988,416.0958087,115.6967412,52.35529456
660.6916175,405.1612353,124.2400714,47.8303954
638.8224706,419.400119,120.3894403,50.22656915
691.8002381,241.4824005,224.6341825,7.057643882
678.964801,251.8903041,226.7197577,9.905420635
699.7806083,255.3662628,232.3007902,8.62187693
706.7325256,264.6679837,234.1305932,10.70345765
749.8359675,292.2176553,232.8784808,12.96788857
755.9353105,290.1308013,206.1372406,14.82823276
751.7616025,245.5620676,214.8611127,15.43816707
662.6241353,260.1018544,221.6810125,15.02079627
716.2037089,295.9683541,207.8101596,7.745746862
738.9367082,272.850266,223.2202176,10.65370422
692.700532,298.533696,223.1796929,12.92700415
744.067392,298.4661549,217.2892873,8.303386535
768.4323098,313.1488122,223.4149115,15.14150623
748.7976243,323.3581858,210.1676458,15.127998
769.2163717,301.2794097,217.9735618,13.16452946
725.0588194,314.2892697,213.8104596,15.20640419
775.5785393,331.8507661,226.1062782,12.54893749
761.7015322,352.343797,218.0250527,15.15090949
802.6875939,338.8750878,215.7666635,13.76320877
775.7501757,335.1111058,221.8578523,17.86181495
792.7222117,369.7630872,210.1278333,16.97804787
813.0261744,350.2130555,210.8142451,16.22525147
773.926111,351.3570752,221.6573999,18.25564774
776.2141505,369.4289998,216.7638227,14.3456414
518.3579995,287.7730379,117.9223336,32.58093886
502.0460758,306.7872226,108.2084605,36.19532376
540.0744452,290.5974342,104.8540576,34.56413139
507.6948685,285.0067627,116.2669598,38.36696833
545.5135255,328.5282664,119.4646706,33.85426946
583.5565328,313.4411176,124.2218854,32.73613516
553.3822353,321.369809,125.1596761,36.54043589
569.2396179,322.9327935,128.4952071,33.52300614
596.8655871,303.9920118,144.7522459,24.07396179
607.9840237,290.2537432,151.089999,24.38655871
580.5074864,300.816665,146.7524291,25.49840237
601.6333299,293.5873818,138.8138849,22.75074864
611.6747637,304.8564748,151.745961,27.83999966
585.2129496,326.409935,145.9030317,26.39414303
628.31987,316.6717195,151.8153509,23.74796163
608.843439,326.5255848,147.7963948,28.05865367
653.0511697,344.3273247,151.4645964,29.15998493
639.6546495,350.440994,146.6804086,31.13075799
651.881988,342.4673476,146.6911164,29.79110597
635.9346952,342.4851939,128.7366083,31.01383983
660.4703879,386.0610138,113.8752648,50.20087693
600.6220276,402.1254413,128.7808885,50.20444619
632.7508827,426.9681475,124.3837685,44.21961017
682.4362949,419.6396141,127.9284957,47.43249568
692.2792283,254.0474928,231.366571,11.41902632
704.0949857,263.1109517,217.7281671,9.953319652
722.2219035,240.3802784,220.882333,11.13489539
676.7605568,245.6372217,225.3281754,12.94758717
711.7744434,277.5469591,216.8365905,9.9706917
726.5939181,263.3943175,228.9683986,11.02208035
698.2886351,283.6139976,209.2028006,12.50402783
738.7279952,250.6713343,221.0003887,9.673499524
697.3426685,294.8339811,209.2766137,15.35613285
736.6679622,275.2943561,214.6692418,8.767600184
697.5887123,284.2820697,224.3027059,12.70012956
715.5641394,300.3378431,224.3418624,8.792204562
772.1756862,324.903104,221.6615982,12.29118097
772.3062081,320.435997,214.9013844,15.50233565
763.3719939,309.168974,229.9469263,15.51538783
740.837948,334.2448772,218.5942276,14.62196642
815.4897544,339.8237127,225.5941626,14.12685036
777.6474253,351.4902709,213.8440394,19.142031
800.9805419,331.9067323,221.2936117,15.35779809
761.8134645,344.3226862,219.3168228,17.69110974
811.1453723,365.5280379,229.2301915,15.58437676
804.5560758,382.0503192,196.7033353,18.06756754
837.6006383,327.8388922,208.6444911,17.40863789
729.1777844,347.7408185,224.7779286,20.71309413
474.981637,301.129881,114.3470916,27.87730225
528.759762,300.8284859,119.5558419,31.85768751
528.1569719,309.5097365,104.0457557,37.23550001
545.5194731,283.6595929,105.084065,37.175221
542.8191858,309.8901084,118.1902017,37.63672992
546.2802168,311.3170029,124.5381352,32.46670119
549.1340058,321.8968919,111.2452998,32.81280429
570.2937839,299.7421663,113.0539075,33.09818319
550.4843326,278.2565125,139.5204989,24.17937839
556.513025,281.5341648,133.9519719,19.74843326
563.0683297,272.2532866,145.1700007,20.3513025
544.5065731,290.9500012,143.7362783,21.00683297
606.4000024,313.0604639,156.970542,22.12732398
601.6209278,335.11757,153.4262475,25.86666691
645.73514,329.2104125,142.3117792,25.38875944
633.9208251,310.6862987,144.5612968,29.80018067
621.3725973,338.9354946,145.3995918,31.66772353
628.8709893,340.3326529,143.8372396,27.96290076
631.6653059,337.7287327,150.0547522,28.71273995
626.4574655,348.0912537,141.2834786,28.99217161
671.6825075,406.9724643,123.2441329,49.25315395
642.4449287,417.7402216,135.2039523,51.32565815
663.9804431,437.6732538,120.1129396,48.40190027
703.8465077,412.5215661,121.25068,50.55545172
678.0431321,242.9177999,219.9797109,13.56004759
681.8355999,244.1328516,214.6973323,8.52971004
684.2657031,235.3288871,227.4947506,8.908956812
666.6577742,256.6579176,219.1893475,9.151967138
733.8158352,267.3155791,216.7619006,8.960413434
706.1311582,263.2698343,218.7119305,13.22621954
698.0396686,266.5198841,235.8320491,10.45775183
704.5397683,295.0534152,209.3310958,9.648602871
786.1068305,275.3851597,220.7726897,11.93731016
697.7703194,294.4544828,224.3055666,17.64401638
735.9089656,300.342611,232.0903863,8.810365273
747.685222,313.3173106,229.1040611,12.62422989
798.1346212,332.8401019,229.1409236,15.50328923
788.1802037,332.9015393,221.9753736,18.09822914
788.3030787,320.958956,229.7809739,17.1027874
764.417912,333.9682899,206.1315596,17.11507489
814.9365797,319.0525993,219.6094851,16.48484676
736.1051986,341.5158084,220.8158641,19.08671353
781.0316169,343.5264401,224.1416131,11.20357541
785.0528803,349.0693552,228.0654945,15.69621724
820.6387104,380.1091575,214.5609151,17.90831833
833.7183151,357.6015252,217.406913,19.01690134
788.7030504,362.344855,225.2499385,20.32486181
798.18971,375.4165641,235.6033322,15.82333534
530.3331282,319.1722204,109.291339,34.77849481
564.8444408,292.4022317,111.7712324,37.39283663
511.3044633,296.5353873,92.6154443,40.84396789
519.5707746,264.6090738,103.9448635,35.48997014
504.7181477,307.9914391,117.5871822,35.04186007
542.4828783,310.3119703,120.9759847,28.65659737
547.1239405,315.9599745,119.3742864,32.43307044
558.419949,313.2904773,123.3288155,32.89717666
577.5809546,295.3813591,142.6278054,22.9919949
590.7627182,286.7130089,148.6591595,22.45809546
573.4260179,296.7652658,150.9147916,23.77627182
593.5305316,300.5246527,146.0116742,22.04260179
625.5493054,316.8527903,135.9013165,27.02971982
609.2055806,300.0021941,147.6316087,27.78159721
575.5043883,319.5526812,148.6289595,26.14722472
614.6053623,321.2149325,142.8949919,22.7771055
642.429865,336.1583198,150.2720129,29.73617726
623.3166397,348.4533549,149.3675064,30.06862753
647.9067098,346.945844,150.7481132,28.15730499
644.891688,349.2468553,143.3664032,30.616312
673.9937106,410.4440054,128.8290587,51.09657621
649.3880107,427.0484312,129.0484166,51.55677846
682.5968623,427.4140277,112.9207462,49.09620848
683.3280553,400.534577,119.2749596,52.41709364
654.0691539,239.6249327,227.2797363,11.50820236
675.2498655,256.2995605,209.2689538,6.132312218
708.599121,226.2815896,220.4142863,8.250383375
648.5631792,244.8571439,224.3617107,11.58530893
710.2142878,275.9361844,219.6587072,7.150953934
723.3723689,268.0978454,217.6466336,10.8660648
707.6956908,264.7443893,222.4795753,12.1818729
700.9887786,272.7992921,229.6406819,10.61420509
741.5985843,309.2344699,221.3937473,11.5822112
765.4689398,295.4895789,215.9316911,13.19319176
737.9791577,286.3861518,227.1332574,15.58022731
719.7723036,305.055429,215.6547056,12.83124911
781.610858,310.4245093,222.8858761,12.71199738
743.3490186,322.4764601,230.1588808,16.44585283
767.4529203,334.5981346,209.6267331,12.61966889
791.6962693,300.3778885,220.8955872,15.03005905
747.7557771,343.659312,222.8953359,19.21268248
785.3186239,346.9922266,220.1851278,12.36863326
791.9844531,342.4752129,228.4987937,16.12491795
782.9504259,356.3313229,219.3771562,16.79150087
835.1626457,365.6285937,215.0198285,17.69807289
804.7571874,358.3663808,220.024872,20.46929487
790.2327617,366.70812,223.5048529,17.42874904
806.9162399,372.5080882,227.9360333,15.97630647
524.5161765,306.3933888,110.6683526,35.6511478
539.2867776,294.6972544,111.9990184,36.81114146
515.8945088,296.9150306,105.8643022,38.28820157
520.3300612,286.6905037,103.5037335,35.94897469
548.8810075,307.2562226,129.2301278,35.11778873
541.0124451,329.7168797,116.8087453,33.07288336
585.9337594,309.0145754,121.2566035,32.28602712
544.5291509,316.4276725,126.3500345,36.77815855
583.8553449,300.4167242,153.6612175,21.60291509
600.8334484,305.1020291,140.5479021,23.08553449
610.2040582,283.2465034,148.6394732,24.78334484
566.4930069,296.7324553,147.6699402,25.72040582
